Team,Cod,Role,Name,Rating,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
Atalanta,4431,P,Carnesecchi,6,0,4,0,0,0,0,0,0,0
Atalanta,554,D,Zappacosta,4.5,0,0,0,0,0,0,0,0,0
Atalanta,695,D,Toloi,5.5,0,0,0,0,0,0,0,0,0
Atalanta,787,D,Djimsiti,4.5,0,0,0,0,0,1,0,0,0
Atalanta,4887,D,Bellanova,5.5,0,0,0,0,0,0,0,0,0
Atalanta,5354,D,Ruggeri,5.5,0,0,0,0,0,0,0,0,0
Atalanta,6832,D,Palestra,6*,0,0,0,0,0,0,0,0,0
Atalanta,22,C,De Roon,5,0,0,0,0,0,0,1,0,0
Atalanta,2077,C,Pasalic,5,0,0,0,0,0,0,0,0,0
Atalanta,4947,C,Brescianini,5,0,0,0,0,0,0,0,0,0
Atalanta,5119,C,Samardzic,5.5,0,0,0,0,0,0,0,0,0
Atalanta,5792,C,Ederson D.s.,5,0,0,0,0,0,0,0,0,0
Atalanta,5995,A,De Ketelaere,6*,0,0,0,0,0,0,0,0,0
Atalanta,6228,A,Retegui,5,0,0,0,0,0,0,1,0,0
Bologna,133,P,Skorupski,6.5,0,1,0,0,0,0,0,0,0
Bologna,487,D,De Silvestri,6*,0,0,0,0,0,0,0,0,0
Bologna,4734,D,Miranda J.,6,0,0,0,0,0,0,0,0,0
Bologna,6042,D,Lucumi',6,0,0,0,0,0,0,0,0,0
Bologna,6066,D,Posch,5.5,0,0,0,0,0,0,0,0,0
Bologna,6202,D,Beukema,6.5,0,0,0,0,0,0,0,0,1
Bologna,788,C,Freuler,6,0,0,0,0,0,0,0,0,0
Bologna,2167,C,Orsolini,5,0,0,0,0,0,0,0,0,0
Bologna,5425,C,Urbanski,6*,0,0,0,0,0,0,0,0,0
Bologna,5784,C,Aebischer,6,0,0,0,0,0,0,0,0,0
Bologna,6054,C,Moro N.,5.5,0,0,0,0,0,0,0,0,0
Bologna,6206,C,Fabbian,7,1,0,0,0,0,0,0,0,0
Bologna,6459,C,Karlsson,5.5,0,0,0,0,0,0,0,0,0
Bologna,2765,A,Odgaard,6,0,0,0,0,0,0,0,0,0
Bologna,6572,A,Castro S.,5.5,0,0,0,0,0,0,0,0,0
Bologna,6643,A,Dallinga,5.5,0,0,0,0,0,0,0,0,0
Cagliari,574,P,Scuffet,6,0,1,0,0,0,0,0,0,0
Cagliari,393,D,Luperto,6.5,0,0,0,0,0,0,0,0,0
Cagliari,2181,D,Palomino,6,0,0,0,0,0,0,0,0,0
Cagliari,4210,D,Mina,5.5,0,0,0,0,0,0,0,0,0
Cagliari,4421,D,Augello,5.5,0,0,0,0,0,0,0,0,0
Cagliari,4461,D,Zappa,5.5,0,0,0,0,0,0,1,0,0
Cagliari,6231,D,Azzi,5.5,0,0,0,0,0,0,0,0,0
Cagliari,440,C,Viola,5.5,0,0,0,0,0,0,0,0,0
Cagliari,1871,C,Deiola,5.5,0,0,0,0,0,0,0,0,0
Cagliari,4965,C,Marin,5.5,0,0,0,0,0,0,1,0,0
Cagliari,6424,C,Prati,5.5,0,0,0,0,0,0,0,0,0
Cagliari,6640,C,Felici,6,0,0,0,0,0,0,0,0,0
Cagliari,247,A,Pavoletti,6*,0,0,0,0,0,0,0,0,0
Cagliari,1939,A,Lapadula,5.5,0,0,0,0,0,0,1,0,0
Cagliari,4359,A,Piccoli,5,0,0,0,0,0,0,0,0,0
Cagliari,5297,A,Luvumbo,5.5,0,0,0,0,0,0,0,0,0
Como,387,P,Reina,6,0,1,0,0,0,0,0,0,0
