Team,Cod,Role,Name,Rating,Gf,Gs,Rp,Rs,Rf,Au,Amm,Esp,Ass
Atalanta,4431,P,Carnesecchi,6,0,1,0,0,0,0,0,0,0
Atalanta,554,D,Zappacosta,5.5,0,0,0,0,0,0,0,0,0
Atalanta,787,D,Djimsiti,5.5,0,0,0,0,0,0,1,0,0
Atalanta,4887,D,Bellanova,6,0,0,0,0,0,0,0,0,0
Atalanta,5354,D,Ruggeri,6*,0,0,0,0,0,0,0,0,0
Atalanta,5578,D,Kossounou,5.5,0,0,0,0,0,0,0,0,0
Atalanta,22,C,De Roon,6,0,0,0,0,0,0,0,0,0
Atalanta,2077,C,Pasalic,5.5,0,0,0,0,0,0,0,0,0
Atalanta,4896,C,Maldini,6*,0,0,0,0,0,0,0,0,0
Atalanta,4947,C,Brescianini,6*,0,0,0,0,0,0,0,0,0
Atalanta,5119,C,Samardzic,6,0,0,0,0,0,0,0,0,0
Atalanta,5792,C,Ederson D.s.,6.5,0,0,0,0,0,0,0,0,0
Atalanta,6024,C,Sulemana I.,7,1,0,0,0,0,0,0,0,0
Atalanta,4730,A,Lookman,7,1,0,0,0,0,0,0,0,0
Atalanta,5995,A,De Ketelaere,5.5,0,0,0,0,0,0,0,0,1
Atalanta,6228,A,Retegui,6,0,0,0,0,0,0,0,0,0
Bologna,133,P,Skorupski,6,0,3,0,0,0,0,0,0,0
Bologna,487,D,De Silvestri,5,0,0,0,0,0,0,0,0,0
Bologna,2653,D,Lykogiannis,6,0,0,0,0,0,0,0,0,0
Bologna,4982,D,Erlic,6,0,0,0,0,0,0,0,0,0
Bologna,6042,D,Lucumi',5.5,0,0,0,0,0,0,1,0,0
Bologna,6202,D,Beukema,5.5,0,0,0,0,0,0,0,0,0
Bologna,788,C,Freuler,6.5,0,0,0,0,0,0,0,0,0
Bologna,2167,C,Orsolini,7,1,0,0,0,0,0,0,0,0
Bologna,5298,C,Pobega,6,0,0,0,0,0,0,0,0,0
Bologna,5784,C,Aebischer,5.5,0,0,0,0,0,0,0,0,0
Bologna,6054,C,Moro N.,6,0,0,0,0,0,0,0,0,0
Bologna,6225,C,El Azzouzi,6*,0,0,0,0,0,0,0,0,0
Bologna,4436,A,Cambiaghi,5.5,0,0,0,0,0,0,0,0,0
Bologna,6572,A,Castro S.,5.5,0,0,0,0,0,0,1,0,0
Bologna,6643,A,Dallinga,6,0,0,0,0,0,0,0,0,1
Bologna,6895,A,Dominguez B.,6,0,0,0,0,0,0,0,0,0
Cagliari,4360,P,Caprile,6,0,3,0,0,0,0,0,0,0
Cagliari,2181,D,Palomino,5.5,0,0,0,0,0,0,0,0,0
Cagliari,4421,D,Augello,5.5,0,0,0,0,0,0,0,0,0
Cagliari,4433,D,Zortea,6.5,0,0,0,0,0,0,0,0,1
Cagliari,4461,D,Zappa,5.5,0,0,0,0,0,0,0,0,0
Cagliari,5701,D,Obert,5.5,0,0,0,0,0,0,0,0,0
Cagliari,440,C,Viola,5.5,0,0,0,0,0,0,0,0,0
Cagliari,1871,C,Deiola,6,0,0,0,0,0,0,0,0,0
Cagliari,4364,C,Gaetano,6*,0,0,0,0,0,0,0,0,0
Cagliari,4870,C,Adopo,7,1,0,0,0,0,0,1,0,0
Cagliari,4965,C,Marin,6*,0,0,0,0,0,0,0,0,0
Cagliari,6232,C,Makoumbou,5.5,0,0,0,0,0,0,0,0,0
Cagliari,6640,C,Felici,5.5,0,0,0,0,0,0,0,0,0
Cagliari,247,A,Pavoletti,5.5,0,0,0,0,0,0,1,0,0
